YEAR,GoogleKnowlege_Occupation,Show,Group,Raw_Guest_List,
2011,Former Lieutenant Governor of Maryland,2011-02-01,Politician,Michael Steele,
2011,economist,2011-02-14,Academic,Edward Glaeser,
2011,actress,2011-02-15,Acting,January Jones,
2011,journalist,2011-02-16,Media,Brian Williams,
2011,political figure,2011-02-17,Politician,Ed Gillespie,
2011,actor,2011-02-02,Acting,Matthew Perry,
2011,journalist,2011-02-21,Media,Lisa Ling,
2011,journalist,2011-02-22,Media,Anderson Cooper,
2011,former secretary of defense,2011-02-23,Politician,Donald Rumsfeld,
2011,economist,2011-02-24,Academic,Austan Goolsbee,
2011,radio personality,2011-02-28,Media,Howard Stern,
2011,ADMIRAL,2011-02-03,Military,Admiral Michael Mullen,
2011,prince,2011-03-01,Politician,Prince Zeid Ra'ad,
2011,actor,2011-03-10,Acting,Trey Parker & Matt Stone,
2011,actor,2011-03-10,Acting,Trey Parker & Matt Stone,
2011,professor,2011-03-02,Academic,Allison Stanger,
2011,Author,2011-03-21,Media,Sarah Vowell,
2011,author,2011-03-22,Media,T.J. English,
2011,Comedian,2011-03-23,Comedy,Richard Lewis,
2011,news anchor,2011-03-24,media,Bret Baier,
2011,professor,2011-03-28,Academic,Dr. Mansour El-Kikhia[4],
2011,physician,2011-03-29,Science,Dr. Miguel Angelo Laporta Nicolelis[6],
2011,historian,2011-03-03,Academic,Diane Ravitch,
2011,actor,2011-03-30,Acting,Jake Gyllenhaal[8],
2011,Stand-up comedian,2011-03-31,Comedy,Norm Macdonald[10],
2011,United States Senate member,2011-03-07,Politician,Rand Paul,
2011,author,2011-03-08,Media,Brian Christian,
2011,film actor,2011-03-09,Acting,Aaron Eckhart,
2011,rock band,2011-04-11,Musician,Foo Fighters,
2011,former governor of massachusetts,2011-04-12,Politician,Deval Patrick,
2011,actor,2011-04-13,Acting,Tracy Morgan,
2011,Comedian,2011-04-14,Comedy,Ricky Gervais,
2011,journalist,2011-04-25,Media,Gigi Ibrahim,
2011,us senator,2011-04-26,Politician,Elizabeth Warren,
2011,us senator,2011-04-27,Politician,Bernie Sanders,
2011,writer,2011-04-28,Media,William Cohan,
2011,actor,2011-04-04,Acting,Billy Crystal,
2011,stand-up comedian,2011-04-05,Comedy,Colin Quinn,
2011,Former Governor of Arkansas,2011-04-06,Politician,Mike Huckabee,
2011,celbrity chef,2011-04-07,Misc,Jamie Oliver,
2011,actor,2011-05-10,Acting,Will Ferrell,
2011,actor,2011-05-11,Acting,Albert Brooks,
2011,actress,2011-05-12,Acting,Kristen Wiig,
2011,journalist,2011-05-16,Media,Jon Ronson,
2011,journalist,2011-05-17,Media,Annie Jacobsen,
2011,Historian,2011-05-18,Academic,Richard Beeman,
2011,EPA administrator,2011-05-19,Government,Lisa P. Jackson,
2011,Lawyer,2011-05-02,Misc,Philip K. Howard,
2011,television host,2011-05-03,Media,Rachel Maddow,
2011,comedian,2011-05-31,Comedy,Jimmy Fallon[12],
2011,author,2011-05-04,Media,David Barton,
2011,editor,2011-05-05,Media,Jon Meacham,
2011,actress,2011-05-09,Acting,Keira Knightley,
2011,former white house press secretary,2011-06-01,Political Aide,Bill Moyers,
2011,journalist,2011-06-13,Media,Alex Prud'homme,
2011,director,2011-06-14,Media,J.J. Abrams,
2011,actor,2011-06-15,Acting,Trey Parker & Matt Stone,
2011,actor,2011-06-15,Acting,Trey Parker & Matt Stone,
2011,American football quarterback,2011-06-02,Athletics,Tim Tebow,
2011,Former Mayor of New Orleans,2011-06-20,Politician,Ray Nagin,
2011,actress,2011-06-21,Acting,Cameron Diaz,
2011,Professor,2011-06-22,Academic,Mitchell Zuckoff,
2011,journalist,2011-06-23,Media,Bruce Headlam,
2011,actress,2011-06-27,Acting,Jennifer Aniston,
2011,comedian,2011-06-28,Comedy,Louis C.K.,
2011,actor,2011-06-29,Acting,Tom Hanks,
2011,commentator,2011-06-30,Media,Bill Kristol,
2011,Journalist,2011-06-06,Media,Maziar Bahari,
2011,journalist,2011-06-07,Media,Fareed Zakaria,
2011,television host,2011-06-08,Media,Larry King,
2011,biographer,2011-06-09,Media,Howard Wasdin,
2011,actor,2011-07-11,Acting,Denis Leary,
2011,Singer,2011-07-12,Musician,Kid Rock,
2011,Economist,2011-07-13,Academic,Matthew Richardson,
2011,military,2011-07-14,Military,Leroy Petry,
2011,actor,2011-07-18,Acting,Daniel Radcliffe,
2011,Former President of Pakistan,2011-07-19,Politician,Pervez Musharraf,
2011,actor,2011-07-20,Acting,Steve Carell,
2011,author,2011-07-21,Media,Scott Miller,
2011,actor,2011-07-25,Acting,Neil Patrick Harris,
2011,journalist,2011-07-26,Media,Juan Williams,
2011,Film actress,2011-07-27,Acting,Rachel Weisz,
2011,Diplomat,2011-07-28,Government,Peter Tomsen,
2011,actress,2011-08-01,Acting,Freida Pinto,
2011,lawyer,2011-08-10,Misc,John Coffee,
2011,Journalist,2011-08-11,Media,Michael Wallis,
2011,television host,2011-08-15,Media,Ali Velshi,
2011,actor,2011-08-16,Acting,Matt Long,
2011,Former Lieutenant Governor of Maryland,2011-08-17,Politician,Michael Steele,
2011,actress,2011-08-18,Acting,Anne Hathaway,
2011,actor,2011-08-02,Acting,Jason Bateman,
2011,economist,2011-08-03,Academic,Austan Goolsbee,
2011,us senator,2011-08-04,Politician,Dick Durbin,
2011,author,2011-08-08,Media,Mark Adams,
2011,journalist,2011-08-09,Media,Jay Bahadur,
2011,ADMIRAL,2011-09-12,Military,Admiral Michael Mullen,
2011,journalist,2011-09-13,Media,Jim Lehrer,
2011,hip-hop artist,2011-09-14,Musician,Common,
2011,author,2011-09-15,Media,Caroline Kennedy,
2011,Journalist,2011-09-20,Media,Ron Suskind,
2011,Former Governor of Indiana,2011-09-21,Politician,Mitch Daniels,
2011,former governor of michigan,2011-09-22,Politician,Jennifer Granholm,
2011,Former U.S. Congressman,2011-09-26,Politician,Ron Paul,
2011,actor,2011-09-27,Acting,Seth Rogen,
2011,television host,2011-09-28,Media,Bill O'Reilly,
2011,Singer,2011-09-29,Musician,Tony Bennett,
2011,former governor of louisiana,2011-09-06,Politician,Buddy Roemer,
2011,neurosurgeon,2011-09-07,Science,Dr. Sanjay Gupta,
2011,actress,2011-09-08,Acting,Marion Cotillard,
2012,legal analyst,2012-01-10,Misc,Andrew Napolitano,
2012,former us senator,2012-01-11,Politician,Jim DeMint,
2012,singer-songwriter,2012-01-12,Musician,Dolly Parton,
2012,correspondent,2012-01-16,Media,Jodi Kantor,
2012,actor,2012-01-17,Acting,Liam Neeson,
2012,journalist,2012-01-18,Media,Joe Nocera,
2012,actress,2012-01-19,Acting,Elizabeth Banks,
2012,former hhs secretary,2012-01-23,Politician,Kathleen Sebelius,
2012,us senator,2012-01-24,Politician,Elizabeth Warren,
2012,Writer,2012-01-25,Media,Paula Broadwell,
2012,actress,2012-01-26,Acting,Tilda Swinton,
2012,basketball player,2012-01-03,Athletics,Charles Barkley,
2012,television personality,2012-01-30,Media,Lou Dobbs,
2012,professor,2012-01-31,Academic,Jonathan Macey,
2012,historian,2012-01-04,Academic,Elizabeth Dowling Taylor,
2012,author,2012-01-05,Media,Craig Shirley,
2012,film director,2012-01-09,Media,George Lucas,
2012,former governor of california,2012-10-01,Politician,Arnold Schwarzenegger,
2012,Basketball player,2012-10-10,Athletics,Magic Johnson,
2012,Film director,2012-10-11,Media,Paul Thomas Anderson,
2012,author,2012-10-15,Media,J. K. Rowling,
2012,author,2012-10-16,Media,Eugene Jarecki,
2012,Statistician,2012-10-17,Media,Nate Silver,
2012,president,2012-10-18,Politician,President Barack Obama,
2012,actor,2012-10-02,Acting,Liam Neeson,
2012,actor,2012-10-22,Acting,D. L. Hughley,
2012,actor,2012-10-23,Acting,Gerard Butler,
2012,military,2012-10-24,Military,Dakota Meyer,
2012,Minority Leader of the United States House of Representatives,2012-10-25,Politician,Nancy Pelosi,
2012,United States Senate member,2012-10-03,Politician,Rand Paul,
2012,journalist,2012-10-31,Media,Jon Ronson,
2012,television host,2012-10-04,Media,Bill O'Reilly,
2012,Musician,2012-10-08,Musician,Pete Townshend,
2012,actor,2012-10-09,Acting,Ben Affleck,
2012,journalist,2012-11-01,Media,Bob Woodruff,
2012,Former Governor of Arkansas,2012-11-12,Politician,Mike Huckabee,
2012,actor,2012-11-13,Acting,Jason Sudeikis,
2012,editor,2012-11-14,Media,Jon Meacham,
2012,legal analyst,2012-11-15,Misc,Andrew Napolitano,
2012,author,2012-11-26,Media,David Nasaw,
2012,business magnate,2012-11-27,Business,Warren Buffett and Carol Loomis,
2012,journalist,2012-11-27,Media,Warren Buffett and Carol Loomis,
2012,Singer-songwriter,2012-11-28,Musician,Neil Young,
2012,journalist,2012-11-29,Media,Calvin Trillin,
2012,Reporter,2012-11-05,Media,Martha Raddatz,
2012,NA,2012-11-06,NA,Election Night: This Ends Now,
2012,Statistician,2012-11-07,Media,Nate Silver,
2012,film director,2012-11-08,Media,Katie Dellamaggiore and Pobo Efekoro,
2012,chess player,2012-11-08,Misc,Katie Dellamaggiore and Pobo Efekoro,
2012,canon,2012-12-10,Clergy,Bishop Gene Robinson,
2012,actress,2012-12-11,Acting,Laura Linney,
2012,us senator,2012-12-12,Politician,Cory Booker,
2012,actress,2012-12-13,Acting,Kristen Stewart,
2012,actor,2012-12-03,Acting,Denis Leary,
2012,Baseball player,2012-12-04,Athletics,R.A. Dickey,
2012,former us senator,2012-12-05,Politician,Alan Simpson,
2012,governor of new jersey,2012-12-06,Politician,Chris Christie,
2012,actor,2012-02-01,Acting,Brad Pitt,
2012,Journalist,2012-02-01,Media,Masha Gessen,
2012,fbi agent,2012-02-13,Government,Ali Soufan,
2012,Comedian,2012-02-14,Comedy,Ricky Gervais,
2012,us representative,2012-02-15,Politician,Louise Slaughter,
2012,us secetary of education,2012-02-16,Politician,Arne Duncan,
2012,author,2012-02-02,Media,David Agus,
2012,AUTHOR,2012-02-20,Media,Alan Huffman & Michael Rejebian,
2012,AUTHOR,2012-02-20,Media,Alan Huffman & Michael Rejebian,
2012,Former U.S. senator,2012-02-21,Politician,Russ Feingold,
2012,historian,2012-02-22,Academic,Bruce Bartlett,
2012,actor,2012-02-23,Acting,Paul Rudd,
2012,Astrophysicist,2012-02-27,Science,Neil deGrasse Tyson,
2012,Writer,2012-02-28,Media,Stephen Merchant,
2012,professor,2012-03-01,Academic,M. Cathleen Kaveny,
2012,political advocate,2012-03-12,Advocacy,Grover Norquist,
2012,actor,2012-03-13,Acting,Will Ferrell,
2012,Film actress,2012-03-14,Acting,Rachel Weisz,
2012,NA,2012-03-15,NA,None,
2012,Basketball player,2012-03-26,Athletics,Shaquille O'Neal,
2012,Journalist,2012-03-27,Media,Maria Goodavage,
2012,journalist,2012-03-28,Media,Ahmed Rashid,
2012,television host,2012-03-29,Media,Rachel Maddow,
2012,United States Secretary of Housing and Urban Development,2012-03-05,Politician,Shaun Donovan,
2012,actress,2012-03-06,Acting,Julianne Moore,
2012,activist,2012-03-07,Advocacy,Cecile Richards,
2012,Author,2012-03-08,Media,Trita Parsi,
2012,business magnate,2012-04-10,Business,Elon Musk,
2012,Comedian,2012-04-11,Comedy,Ricky Gervais,
2012,bassist,2012-04-12,Musician,Esperanza Spalding,
2012,primatologist,2012-04-16,Science,Jane Goodall,
2012,actress,2012-04-17,Acting,Julia Louis-Dreyfus,
2012,Former United States Secretary of Labor,2012-04-18,Politician,Robert Reich,
2012,author,2012-04-19,Media,Judy Smith,
2012,Former President of the Maldives,2012-04-02,Politician,Mohamed Nasheed,
2012,business person,2012-04-23,Business,Ben Rattray,
2012,Former United States Secretary of State,2012-04-24,Politician,Madeleine Albright,
2012,actor,2012-04-25,Acting,Jason Segel,
2012,Freelance writer,2012-04-26,Media,Robert Draper,
2012,Attorney,2012-04-03,Misc,Tom Goldstein,
2012,Author,2012-04-30,Media,Zach Wahls,
2012,law professor,2012-04-04,Academic,Jack Goldsmith,
2012,chef,2012-04-05,Misc,Anthony Bourdain,
2012,Reporter,2012-04-09,Media,Tim Weiner,
2012,author,2012-05-01,Media,David Barton,
2012,Journalist,2012-05-10,Media,Robert Caro,
2012,us senator,2012-05-02,Politician,Sen. Tom Coburn,
2012,first lady,2012-05-29,Politician,First Lady Michelle Obama,
2012,Broadcaster,2012-05-03,Media,Peter Bergen,
2012,journalist,2012-05-30,Media,Dan Rather,
2012,actor,2012-05-31,Acting,Jim Parsons,
2012,CHARACTER,2012-05-07,Comedy,"Admiral General Aladeen""",
2012,us permanent representative to nato,2012-05-08,Government,Ambassador Ivo Daalder,
2012,priest,2012-05-09,Clergy,John R. Hall,
2012,mayor of london,2012-06-11,Politician,Boris Johnson,
2012,former us secretary of defense,2012-06-12,Politician,Colin Powell,
2012,actress,2012-06-13,Acting,Maggie Gyllenhaal,
2012,actress,2012-06-14,Acting,Catherine Zeta-Jones,
2012,Journalist,2012-06-18,Media,Parmy Olson,
2012,actor,2012-06-19,Acting,Denis Leary,
2012,actor,2012-06-20,Acting,Steve Carell,
2012,satirist,2012-06-21,Media,Bassem Youssef,
2012,United States Senator,2012-06-25,Politician,Marco Rubio,
2012,television Series Creator,2012-06-26,Media,Seth MacFarlane,
2012,actor,2012-06-27,Acting,Andrew Garfield,
2012,Rock duo,2012-06-28,Musician,Tenacious D,
2012,author,2012-06-04,Media,Thomas Mann & Norman Ornstein,
2012,author,2012-06-04,Media,Thomas Mann & Norman Ornstein,
2012,former governor of new mexico,2012-06-05,Politician,Gary Johnson,
2012,actor,2012-06-06,Acting,Michael Fassbender,
2012,author,2012-06-07,Media,Edward Conard,
2012,comedian,2012-07-16,Comedy,Louis C.K.,
2012,American football wide receiver,2012-07-17,Athletics,Victor Cruz,
2012,actress,2012-07-18,Acting,Sigourney Weaver,
2012,journalist,2012-07-19,Media,E.J. Dionne,
2012,journalist,2012-07-23,Media,Fareed Zakaria,
2012,actor,2012-07-24,Acting,Matthew McConaughey,
2012,economist,2012-07-25,Academic,Joseph Stiglitz,
2012,Stand-up comedian,2012-07-26,Comedy,"Zach the Erect"" Galifianakis & Will Ferrell""",
2012,actor,2012-07-26,Acting,"Zach the Erect"" Galifianakis & Will Ferrell""",
2012,actress,2012-07-30,Acting,Rashida Jones,
2012,economist,2012-07-31,Academic,Dambisa Moyo,
2012,journalist,2012-08-01,Media,Fred Guterl,
2012,actor,2012-08-13,Acting,Robert Pattinson,
2012,Beach Volleyball Player,2012-08-14,Athletics,Misty May-Treanor,
2012,journalist,2012-08-15,Media,Brian Williams,
2012,actor,2012-08-16,Acting,Rob Corddry,
2012,actress,2012-08-02,Acting,Jessica Biel,
2012,United States Senator,2012-08-28,Politician,Marco Rubio,
2012,author,2012-08-29,Media,Herman Cain,
2012,Former Lieutenant Governor of Maryland,2012-08-30,Politician,Michael Steele,
2012,NA,2012-08-31,NA,none,
2012,Consultant,2012-08-06,Political Aide,Tim Gunn,
2012,Author,2012-08-07,Media,Saima Wahab,
2012,comedian,2012-08-08,Comedy,Chris Rock,
2012,author,2012-08-09,Media,Joanna Brooks,
2012,Diplomat,2012-09-17,Government,Kofi Annan,
2012,Novelist,2012-09-18,Media,Salman Rushdie,
2012,Product line,2012-09-19,Misc,Pink,
2012,us president,2012-09-20,Politician,Bill Clinton,
2012,king,2012-09-25,Politician,Abdullah II bin Al-Hussein,
2012,actress,2012-09-26,Acting,Olivia Wilde,
2012,basketball player,2012-09-27,Athletics,Amar'e Stoudemire,
2012,Journalist,2012-09-04,Media,Tom Brokaw,
2012,United States Senator,2012-09-05,Politician,Kirsten Gillibrand,
2012,economist,2012-09-06,Academic,Austan Goolsbee,
2012,NA,2012-09-07,NA,none,
2013,actor,2013-01-10,Acting,Josh Brolin,
2013,Musician,2013-01-14,Musician,Roger Waters,
2013,journalist,2013-01-15,Media,Bob Schieffer,
2013,actress,2013-01-16,Acting,Jessica Chastain,
2013,actress,2013-01-17,Acting,Lena Dunham,
2013,Associate Justice of the Supreme Court of the United States,2013-01-21,Government,Sonia Sotomayor,
2013,actress,2013-01-22,Acting,Jennifer Lopez,
2013,professor,2013-01-23,Academic,Missy Cummings,
2013,actor,2013-01-24,Acting,Christopher Walken,
2013,sportscaster,2013-01-28,Media,Bob Costas,
2013,actress,2013-01-29,Acting,Melissa McCarthy,
2013,former vice president,2013-01-30,Politician,Al Gore,
2013,actor,2013-01-31,Acting,Jason Bateman,
2013,actress,2013-01-07,Acting,Anne Hathaway,
2013,armed forces officer,2013-01-08,Military,Stanley McChrystal,
2013,actor,2013-01-09,Acting,Jeff Bridges,
2013,actor,2013-10-01,Acting,David Mitchell,
2013,biographer,2013-10-10,Media,Brian Jay Jones,
2013,actress,2013-10-02,Acting,Sandra Bullock,
2013,economist,2013-10-21,Academic,Alan Greenspan,
2013,Journalist,2013-10-22,Media,Malcolm Gladwell,
2013,columnist,2013-10-23,Media,Charles Krauthammer,
2013,actor,2013-10-24,Acting,Chiwetel Ejiofor,
2013,actor,2013-10-28,Acting,Nick Offerman,
2013,us representative,2013-10-29,Politician,Debbie Wasserman Schultz,
2013,actress,2013-10-03,Acting,Kerry Washington,
2013,historian,2013-10-30,Academic,Diane Ravitch,
2013,author,2013-10-31,Media,Mark Fainaru-Wada,
2013,former hhs secretary,2013-10-07,Politician,Kathleen Sebelius,
2013,activist,2013-10-08,Advocacy,Malala Yousafzai,
2013,actor,2013-10-09,Acting,Michael Fassbender,
2013,biographer,2013-11-11,Media,Doris Kearns Goodwin,
2013,former us representative,2013-11-12,Politician,Joe Scarborough,
2013,actor,2013-11-13,Acting,Keegan-Michael Key and Jordan Peele,
2013,actor,2013-11-13,Acting,Keegan-Michael Key and Jordan Peele,
2013,actor,2013-11-14,Acting,Geoffrey Rush,
2013,actress,2013-11-18,Acting,Elizabeth Olsen,
2013,comedian,2013-11-19,Comedy,Bill Cosby,
2013,Journalist,2013-11-20,Media,Tom Brokaw,
2013,actress,2013-11-21,Acting,Jennifer Lawrence,
2013,journalist,2013-11-04,Media,Bob Woodruff,
2013,actor,2013-11-05,Acting,John Goodman,
2013,author,2013-11-06,Media,Monique Brinson Demery,
2013,Film actor,2013-11-07,Acting,Patrick Stewart,
2013,actress,2013-12-10,Acting,Amy Adams,
2013,Professor,2013-12-11,Academic,Reza Aslan,
2013,actress,2013-12-12,Acting,Evangeline Lilly,
2013,film director,2013-12-16,Media,Haifaa al-Mansour,
2013,businessman,2013-12-17,Business,Erik Prince,
2013,actor,2013-12-18,Acting,"Steve Carell, Will Ferrell, David Koechner & Paul Rudd",
2013,actor,2013-12-18,Acting,"Steve Carell, Will Ferrell, David Koechner & Paul Rudd",
2013,actor,2013-12-18,Acting,"Steve Carell, Will Ferrell, David Koechner & Paul Rudd",
2013,actor,2013-12-19,Acting,Jonah Hill,
2013,actor,2013-12-02,Acting,Ian McKellen,
2013,actor,2013-12-03,Acting,Jared Leto,
2013,film director,2013-12-04,Media,Jehane Noujaim,
2013,journalist,2013-12-05,Media,Jorge Ramos,
2013,author,2013-12-09,Media,Husain Haqqani,
2013,white house sommunications director,2013-02-11,Political Aide,George Stephanopoulos,
2013,Baseball player,2013-02-12,Athletics,Mike Piazza,
2013,afghan politician,2013-02-13,Politician,Fawzia Koofi,
2013,United States Ambassador to the United Nations,2013-02-14,Government,Susan Rice,
2013,actress,2013-02-19,Acting,Alison Brie,
2013,author,2013-02-20,Media,Helaine Olen,
2013,Journalist,2013-02-21,Media,Steven Brill,
2013,singer,2013-02-25,Musician,Donnie Wahlberg,
2013,film director,2013-02-26,Media,Lori Silverbush & Kristi Jacobson,
2013,film director,2013-02-26,Media,Lori Silverbush & Kristi Jacobson,
2013,Filmmaker,2013-02-27,Media,R. J. Cutler,
2013,television host,2013-02-28,Media,Rachel Maddow,
2013,Educator,2013-02-04,Advocacy,Michelle Rhee,
2013,police officer,2013-02-05,Government,Ray Kelly,
2013,businessman,2013-02-06,Business,Ed Whitacre,
2013,Attorney at law,2013-02-07,Misc,Neil Barofsky,
2013,actor,2013-03-25,Acting,Peter Dinklage,
2013,Reporter,2013-03-26,Media,Michael Moss,
2013,actress,2013-03-27,Acting,Eva Mendes,
2013,journalist,2013-03-28,Media,Denise Kiernan,
2013,actor,2013-03-04,Acting,Paul Rudd,
2013,Former Associate Justice of the Supreme Court of the United States,2013-03-05,Government,Sandra Day O'Connor,
2013,Astrophysicist,2013-03-06,Science,Neil deGrasse Tyson,
2013,Football coach,2013-03-07,Athletics,Tom Coughlin,
2013,Author,2013-04-01,Media,Mary Roach,
2013,Filmmaker,2013-04-10,Media,Ken Burns,
2013,television actress,2013-04-11,Acting,Edie Falco,
2013,actor,2013-04-16,Acting,Tom Cruise,
2013,Comedian,2013-04-17,Comedy,Ricky Gervais,
2013,Journalist,2013-04-18,Media,Mark Mazzetti,
2013,professor,2013-04-02,Academic,Jonathan Sperber,
2013,actress,2013-04-22,Acting,Christina Hendricks,
2013,Novelist,2013-04-23,Media,Salman Rushdie,
2013,satirist,2013-04-24,Media,Bassem Youssef,
2013,Academic,2013-04-25,Academic,Vali Nasr,
2013,actor,2013-04-29,Acting,Jon Hamm,
2013,Executive,2013-04-03,Business,Sheryl Sandberg,
2013,actor,2013-04-30,Acting,Robert Downey Jr.,
2013,film director,2013-04-04,Media,Danny Boyle,
2013,former omb director,2013-04-08,Government,David Stockman,
2013,former president,2013-04-09,Politician,Jimmy Carter,
2013,former us senator,2013-05-01,Politician,Kay Bailey Hutchison,
2013,director,2013-05-13,Media,J. J. Abrams,
2013,actor,2013-05-14,Acting,Nathan Lane,
2013,Former United States Senator,2013-05-15,Politician,Olympia Snowe,
2013,journalist,2013-05-16,Media,George Packer,
2013,author,2013-05-02,Media,Eric Greitens,
2013,actress,2013-05-20,Acting,Ellen Page,
2013,Basketball Coach,2013-05-21,Athletics,Phil Jackson,
2013,television host,2013-05-22,Media,Bill O' Reilly,
2013,actor,2013-05-23,Acting,Morgan Freeman,
2013,journalist,2013-05-06,Media,Christiane Amanpour,
2013,actress,2013-05-07,Acting,Mindy Kaling,
2013,actress,2013-05-08,Acting,Carey Mulligan,
2013,humorist,2013-05-09,Media,David Sedaris,
2013,actor,2013-06-10,Acting,Seth Rogen,
2013,satirist,2013-06-11,Media,Armando Iannucci,
2013,Singer,2013-06-12,Musician,Mavis Staples,
2013,journalist,2013-06-13,Media,Fareed Zakaria,
2013,actress,2013-06-17,Acting,Linda Cardellini,
2013,comedian,2013-06-18,Comedy,Jim Gaffigan,
2013,writer,2013-06-19,Media,Dawn Porter,
2013,Journalist,2013-06-20,Media,Tom Brokaw,
2013,actress,2013-06-24,Acting,Maggie Gyllenhaal,
2013,drummer,2013-06-25,Musician,Questlove,
2013,film director,2013-06-26,Media,Josh Fox,
2013,Attorney,2013-06-27,Misc,Tom Goldstein,
2013,filmmaker,2013-06-03,Media,Maxim Pozdorovkin & Mike Lerner,
2013,filmmaker,2013-06-03,Media,Maxim Pozdorovkin & Mike Lerner,
2013,journalist,2013-06-04,Media,Brian Williams,
2013,speechwriter,2013-06-05,Political Aide,Jon Favreau,
2013,NA,2013-06-06,NA,No Guest,
2013,screenwriter,2013-07-15,Media,Aaron Sorkin,
2013,actor,2013-07-16,Acting,Helen Mirren,
2013,Professor,2013-07-17,Academic,Reza Aslan,
2013,Author,2013-07-18,Media,Sarah Vowell,
2013,comedian,2013-07-22,Comedy,Louis C.K.,
2013,diplomat,2013-07-23,Government,Richard Haass,
2013,actress,2013-07-24,Acting,Shailene Woodley,
2013,soccer manager,2013-07-25,Athletics,Bob Bradley,
2013,Journalist,2013-07-29,Media,Mark Leibovich,
2013,Consultant,2013-07-30,Political Aide,Tim Gunn,
2013,actor,2013-07-31,Acting,Hank Azaria,
2013,stand-up comedian,2013-08-01,Comedy,Colin Quinn,
2013,United States Senate member,2013-08-12,Politician,Rand Paul,
2013,film director,2013-08-13,Media,Joshua Oppenheimer,
2013,actor,2013-08-14,Acting,Regis Philbin,
2013,actor,2013-08-15,Acting,Simon Pegg,
2013,Fiction writer,2013-08-05,Media,Neal Thompson,
2013,actor,2013-08-06,Acting,Liam Hemsworth,
2013,actress,2013-08-07,Acting,Lake Bell,
2013,United States Senator,2013-08-08,Politician,Kirsten Gillibrand,
2013,journalist,2013-09-10,Media,Bill Dedman,
2013,actor,2013-09-11,Acting,Bob Odenkirk & David Cross,
2013,stand-up comedian,2013-09-11,Comedy,Bob Odenkirk & David Cross,
2013,actor,2013-09-12,Acting,Billy Crystal,
2013,Former United States Secretary of Labor,2013-09-16,Politician,Robert Reich,
2013,actor,2013-09-17,Acting,Jake Gyllenhaal,
2013,actor,2013-09-18,Acting,Hugh Jackman,
2013,coorespondant,2013-09-19,Media,Chelsea Clinton,
2013,Ethologist,2013-09-24,Academic,Richard Dawkins,
2013,rock band,2013-09-25,Musician,Atoms for Peace,
2013,actor,2013-09-26,Acting,Robin Williams,
2013,united nations official,2013-09-03,Government,Andrew Harper,
2013,television host,2013-09-30,Media,Bill O'Reilly,
2013,Astrophysicist,2013-09-04,Science,Mario Livio,
2013,actor,2013-09-05,Acting,Michael C. Hall,
2013,Journalist,2013-09-09,Media,Sheri Fink,
2014,television Director,2014-01-13,Media,Roger Ross Williams,
2014,Consultant,2014-01-14,Political Aide,Tim Gunn,
2014,United States Secretary of Defense,2014-01-15,Politician,Robert Gates,
2014,Journalist,2014-01-16,Media,Steven Brill,
2014,author,2014-01-20,Media,Marilynne Roach,
2014,author,2014-01-21,Media,Theresa Payton,
2014,broadcaster,2014-01-22,Media,Hari Sreenivasan,
2014,journalist,2014-01-23,Media,Anjan Sundaram,
2014,comedian,2014-01-27,Comedy,Jeff Garlin,
2014,comedian,2014-01-28,Comedy,Louis C.K.,
2014,stunt perfomrer,2014-01-29,Acting,Johnny Knoxville,
2014,Minority Leader of the United States House of Representatives,2014-01-30,Politician,Nancy Pelosi,
2014,actor,2014-01-06,Acting,Oscar Isaac,
2014,actor,2014-01-07,Acting,Steve Coogan,
2014,Director of the Consumer Financial Protection Bureau,2014-01-08,Government,Richard Cordray,
2014,actress,2014-01-09,Acting,Scarlett Johansson,
2014,actress,2014-10-01,Acting,Lena Dunham,
2014,Columnist,2014-10-13,Media,Matt Bai,
2014,Stand-up comedian,2014-10-14,Comedy,Zach Galifianakis,
2014,television host,2014-10-15,Media,Bill O'Reilly,
2014,professor,2014-10-16,Academic,Bryan Stevenson,
2014,documentarian,2014-10-02,Media,Ben Steele,
2014,Lawyer,2014-10-27,Misc,Wendy Davis,
2014,us representative,2014-10-28,Politician,Joaquin Castro,
2014,actor,2014-10-29,Acting,Ellar Coltrane,
2014,Rock band,2014-10-30,Musician,Spoon,
2014,surgeon,2014-10-06,Science,Atul Gawande,
2014,Stand-up comedian,2014-10-07,Comedy,Wyatt Cenac,
2014,former cia director,2014-10-08,Government,Leon Panetta,
2014,actor,2014-10-09,Acting,Jeremy Renner,
2014,musician,2014-11-10,Musician,Bruce Springsteen & Frank Caruso,
2014,illustrator,2014-11-10,Media,Bruce Springsteen & Frank Caruso,
2014,United States Ambassador to the United Nations,2014-11-11,Government,Samantha Power,
2014,actor,2014-11-12,Acting,Steve Carell,
2014,Journalist,2014-11-13,Media,Maziar Bahari & Gael Garcí_a Bernal,
2014,film actor,2014-11-13,Acting,Maziar Bahari & Gael Garcí_a Bernal,
2014,film director,2014-11-17,Media,Laura Poitras,
2014,actor,2014-11-18,Acting,Benedict Cumberbatch,
2014,actress,2014-11-19,Acting,Jessica Chastain,
2014,actor,2014-11-20,Acting,Eddie Redmayne,
2014,actor,2014-11-03,Acting,Jake Gyllenhaal,
2014,RNC chairman,2014-11-04,Politician,Reince Priebus,
2014,actor,2014-11-05,Acting,John Cleese,
2014,journalist,2014-11-06,Media,James Risen,
2014,legal analyst,2014-12-01,Misc,Andrew Napolitano,
